key	key_word	key_deriv	word	type	cz	en	gr	crum	pos	added	updated	created_by	updated_by	word-parsed	word-parsed-no-ref	word-parsed-no-html	word-parsed-no-ref-no-html	word-parsed-prettify	type-parsed	gr-parsed	en-parsed	en-parsed-no-html	en-parsed-no-greek	en-parsed-no-greek-no-html	crum-page	crum-column	dialect-S	dialect-Sa	dialect-Sf	dialect-A	dialect-sA	dialect-B	dialect-F	dialect-Fb	dialect-O	dialect-NH	depth
1931	345	0	(B) srom	1	unconsciousness, (moment of sleep) /$gk: [[nustagmos]]$/	unconsciousness, (moment of sleep) /$gk: [[nustagmos]]$/	nustagmos	356a	26	2010-02-15	1900-01-01	vagrant		(B) ⲥⲣⲟⲙ	(B) ⲥⲣⲟⲙ	(B) ⲥⲣⲟⲙ	(B) ⲥⲣⲟⲙ	(B) ⲥⲣⲟⲙ (ⲡ)	noun male	νυσταγμοσ	unconsciousness, <i>moment of sleep</i> [νυσταγμοσ]	unconsciousness, moment of sleep [νυσταγμοσ]	unconsciousness, <i>moment of sleep</i>	unconsciousness, moment of sleep	356	a						ⲥⲣⲟⲙ (ⲡ)					0
6396	346	0		99	intr :	intr :		375b	1	2010-07-21	1900-01-01	vagrant							HEADER		intr :	intr :	intr :	intr :	375	b											0
6397	346	6396	(S) ^^^ e- *^comparat^*	0				375b	2	2010-07-21	1900-01-01	vagrant		(S) <i><b>c</b></i> ⲉ- {comparat}	(S) <i><b>c</b></i> ⲉ- {comparat}	(S) c ⲉ- {comparat}	(S) c ⲉ- {comparat}	(S) ⲉ- {comparat} (c)	-						375	b	ⲉ- {comparat} (c)										1
2064	346	0	(S,A,B,F) ^^	1	shame, contempt, scorn /$gk: [[atimia, ubris]]$/	shame, contempt, scorn /$gk: [[atimia, ubris]]$/	atimia, ubris	375b	3	2010-02-18	2010-11-11	vagrant	vagrant	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ―	(S, A, B, F) ― (ⲡ)	noun male	ατιμια, υβρισ	shame, contempt, scorn [ατιμια, υβρισ]	shame, contempt, scorn [ατιμια, υβρισ]	shame, contempt, scorn	shame, contempt, scorn	375	b	― (ⲡ)			― (ⲡ)		― (ⲡ)	― (ⲡ)				0
2065	346	0	(S,A,B) reFs.,reFS.	0	scorner /$gk: [[ubrisths]]$/	scorner /$gk: [[ubrisths]]$/	ubrisths	375b	4	2010-02-18	1900-01-01	vagrant		(S, A, B) ⲣⲉϥⲥ., ⲣⲉϥϣ.	(S, A, B) ⲣⲉϥⲥ., ⲣⲉϥϣ.	(S, A, B) ⲣⲉϥⲥ., ⲣⲉϥϣ.	(S, A, B) ⲣⲉϥⲥ., ⲣⲉϥϣ.	(S, A, B) ⲣⲉϥⲥ., ⲣⲉϥϣ.	-	υβριστησ	scorner [υβριστησ]	scorner [υβριστησ]	scorner	scorner	375	b	ⲣⲉϥⲥ., ⲣⲉϥϣ.			ⲣⲉϥⲥ., ⲣⲉϥϣ.		ⲣⲉϥⲥ., ⲣⲉϥϣ.					0
2066	346	2065	(S) mntr.	0	scorn	scorn		375b	5	2010-02-18	1900-01-01	vagrant		(S) ⲙⲛⲧⲣ.	(S) ⲙⲛⲧⲣ.	(S) ⲙⲛⲧⲣ.	(S) ⲙⲛⲧⲣ.	(S) ⲙⲛⲧⲣ.	-		scorn	scorn	scorn	scorn	375	b	ⲙⲛⲧⲣ.										1
2067	346	0	(S,B,F) T s.,T S.	0	despise, scorn /$gk: [[atimazein]]$/	despise, scorn /$gk: [[atimazein]]$/	atimazein	376a	6	2010-02-18	1900-01-01	vagrant		(S, B, F) ϯ ⲥ., ϯ ϣ.	(S, B, F) ϯ ⲥ., ϯ ϣ.	(S, B, F) ϯ ⲥ., ϯ ϣ.	(S, B, F) ϯ ⲥ., ϯ ϣ.	(S, B, F) ϯ ⲥ., ϯ ϣ.	-	ατιμαζειν	despise, scorn [ατιμαζειν]	despise, scorn [ατιμαζειν]	despise, scorn	despise, scorn	376	a	ϯ ⲥ., ϯ ϣ.					ϯ ⲥ., ϯ ϣ.	ϯ ⲥ., ϯ ϣ.				0
2068	346	2067	(B) reF..T S.	0	scorner /$gk: [[ubrisths, loidoros]]$/	scorner /$gk: [[ubrisths, loidoros]]$/	ubrisths, loidoros	376a	7	2010-02-18	1900-01-01	vagrant		(B) ⲣⲉϥϯ ϣ.	(B) ⲣⲉϥϯ ϣ.	(B) ⲣⲉϥϯ ϣ.	(B) ⲣⲉϥϯ ϣ.	(B) ⲣⲉϥϯ ϣ.	-	υβριστησ, λοιδοροσ	scorner [υβριστησ, λοιδοροσ]	scorner [υβριστησ, λοιδοροσ]	scorner	scorner	376	a						ⲣⲉϥϯ ϣ.					1
2069	346	2067	(B) Jin..T S.	0				376a	8	2010-02-18	1900-01-01	vagrant		(B) ϫⲓⲛϯ ϣ.	(B) ϫⲓⲛϯ ϣ.	(B) ϫⲓⲛϯ ϣ.	(B) ϫⲓⲛϯ ϣ.	(B) ϫⲓⲛϯ ϣ.	-						376	a						ϫⲓⲛϯ ϣ.					1
2070	346	0	(B) SapS.	0				376a	9	2010-02-18	1900-01-01	vagrant		(B) ϣⲁⲡϣ.	(B) ϣⲁⲡϣ.	(B) ϣⲁⲡϣ.	(B) ϣⲁⲡϣ.	(B) ϣⲁⲡϣ.	-						376	a						ϣⲁⲡϣ.					0
2071	346	0	(S,A,B) Ji s.,Gi S.	0	be scorned /$gk: [[atimazesqai]]$/	be scorned /$gk: [[atimazesqai]]$/	atimazesqai	376a	10	2010-02-18	1900-01-01	vagrant		(S, A, B) ϫⲓ ⲥ., ϭⲓ ϣ.	(S, A, B) ϫⲓ ⲥ., ϭⲓ ϣ.	(S, A, B) ϫⲓ ⲥ., ϭⲓ ϣ.	(S, A, B) ϫⲓ ⲥ., ϭⲓ ϣ.	(S, A, B) ϫⲓ ⲥ., ϭⲓ ϣ.	-	ατιμαζεσθαι	be scorned [ατιμαζεσθαι]	be scorned [ατιμαζεσθαι]	be scorned	be scorned	376	a	ϫⲓ ⲥ., ϭⲓ ϣ.			ϫⲓ ⲥ., ϭⲓ ϣ.		ϫⲓ ⲥ., ϭⲓ ϣ.					0
2072	346	0	(S) swSF (A) QwsF,QwSF (B) SwSF (S) seSF- (B) SeSF- (S) soSF= (B) SoSF= (S) soSF+ (A) QasF+ (B) SoSF+ (Sf,F) saSF+	2	{intr:} (meaning as [swS] with which varies) /$gk: [[ejoudenousqai, atimazesqai, adojein]]$/ | {tr:}	{intr:} (meaning as [swS] with which varies) /$gk: [[ejoudenousqai, atimazesqai, adojein]]$/ | {tr:}	ejoudenousqai, atimazesqai, adojein	376a	11	2010-02-18	2012-03-02	vagrant	vagrant	"(S) ⲥⲱϣϥ
(A) ⳉⲱⲥϥ, ⳉⲱϣϥ
(B) ϣⲱϣϥ
(S) ⲥⲉϣϥ-
(B) ϣⲉϣϥ-
(S) ⲥⲟϣϥ=
(B) ϣⲟϣϥ=
(S) ⲥⲟϣϥ+
(A) ⳉⲁⲥϥ+
(B) ϣⲟϣϥ+
(Sf, F) ⲥⲁϣϥ+"	"(S) ⲥⲱϣϥ
(A) ⳉⲱⲥϥ, ⳉⲱϣϥ
(B) ϣⲱϣϥ
(S) ⲥⲉϣϥ-
(B) ϣⲉϣϥ-
(S) ⲥⲟϣϥ=
(B) ϣⲟϣϥ=
(S) ⲥⲟϣϥ+
(A) ⳉⲁⲥϥ+
(B) ϣⲟϣϥ+
(Sf, F) ⲥⲁϣϥ+"	"(S) ⲥⲱϣϥ
(A) ⳉⲱⲥϥ, ⳉⲱϣϥ
(B) ϣⲱϣϥ
(S) ⲥⲉϣϥ-
(B) ϣⲉϣϥ-
(S) ⲥⲟϣϥ=
(B) ϣⲟϣϥ=
(S) ⲥⲟϣϥ+
(A) ⳉⲁⲥϥ+
(B) ϣⲟϣϥ+
(Sf, F) ⲥⲁϣϥ+"	"(S) ⲥⲱϣϥ
(A) ⳉⲱⲥϥ, ⳉⲱϣϥ
(B) ϣⲱϣϥ
(S) ⲥⲉϣϥ-
(B) ϣⲉϣϥ-
(S) ⲥⲟϣϥ=
(B) ϣⲟϣϥ=
(S) ⲥⲟϣϥ+
(A) ⳉⲁⲥϥ+
(B) ϣⲟϣϥ+
(Sf, F) ⲥⲁϣϥ+"	"(S) ⲥⲱϣϥ
(A) ⳉⲱⲥϥ, ⳉⲱϣϥ
(B) ϣⲱϣϥ
(S) ⲥⲉϣϥ-
(B) ϣⲉϣϥ-
(S) ⲥⲟϣϥ⸗
(B) ϣⲟϣϥ⸗
(S) ⲥⲟϣϥ (ⲉϥ)
(A) ⳉⲁⲥϥ (ⲉϥ)
(B) ϣⲟϣϥ (ⲉϥ)
(Sf, F) ⲥⲁϣϥ (ⲉϥ)"	verb	εξουδενουσθαι, ατιμαζεσθαι, αδοξειν	"<b>intr:</b> <i>meaning as ⲥⲱϣ with which varies</i> [εξουδενουσθαι, ατιμαζεσθαι, αδοξειν]
<b>tr:</b>"	"intr: meaning as ⲥⲱϣ with which varies [εξουδενουσθαι, ατιμαζεσθαι, αδοξειν]
tr:"	"<b>intr:</b> <i>meaning as ⲥⲱϣ with which varies</i> 
<b>tr:</b>"	"intr: meaning as ⲥⲱϣ with which varies 
tr:"	376	a	"ⲥⲱϣϥ
ⲥⲉϣϥ-
ⲥⲟϣϥ⸗
ⲥⲟϣϥ (ⲉϥ)"		ⲥⲁϣϥ (ⲉϥ)	"ⳉⲱⲥϥ, ⳉⲱϣϥ
ⳉⲁⲥϥ (ⲉϥ)"		"ϣⲱϣϥ
ϣⲉϣϥ-
ϣⲟϣϥ⸗
ϣⲟϣϥ (ⲉϥ)"	ⲥⲁϣϥ (ⲉϥ)				0
2073	346	2072	(S,A,sA,B) ^^	1	 /$gk: [[ejoudenhma]]$/	 /$gk: [[ejoudenhma]]$/	ejoudenhma	376a	12	2010-02-18	1900-01-01	vagrant		(S, A, sA, B) ―	(S, A, sA, B) ―	(S, A, sA, B) ―	(S, A, sA, B) ―	(S, A, sA, B) ― (ⲡ)	noun male	εξουδενημα	[εξουδενημα]	[εξουδενημα]			376	a	― (ⲡ)			― (ⲡ)	― (ⲡ)	― (ⲡ)					1
4621	347	0		99	With following preposition:	With following preposition:		274a	1	2010-04-08	1900-01-01	vagrant							HEADER		With following preposition:	With following preposition:	With following preposition:	With following preposition:	274	a											0
4622	347	4621	(S,A,sA,B,F) ^^ e-	0	run, flee, go to	run, flee, go to		274a	2	2010-04-08	1900-01-01	vagrant		(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	(S, A, sA, B, F) ― ⲉ-	-		run, flee, go to	run, flee, go to	run, flee, go to	run, flee, go to	274	a	― ⲉ-			― ⲉ-	― ⲉ-	― ⲉ-	― ⲉ-				1
4623	347	4621	(S) ^^ erat=	0	(meaning same)	(meaning same)		274a	3	2010-04-08	1900-01-01	vagrant		(S) ― ⲉⲣⲁⲧ=	(S) ― ⲉⲣⲁⲧ=	(S) ― ⲉⲣⲁⲧ=	(S) ― ⲉⲣⲁⲧ=	(S) ― ⲉⲣⲁⲧ⸗	-		<i>meaning same</i>	meaning same	<i>meaning same</i>	meaning same	274	a	― ⲉⲣⲁⲧ⸗										1
4624	347	4621	(S) ^^ etn-	0	run, go to	run, go to		274b	4	2010-04-08	1900-01-01	vagrant		(S) ― ⲉⲧⲛ-	(S) ― ⲉⲧⲛ-	(S) ― ⲉⲧⲛ-	(S) ― ⲉⲧⲛ-	(S) ― ⲉⲧⲛ-	-		run, go to	run, go to	run, go to	run, go to	274	b	― ⲉⲧⲛ-										1
4625	347	4621	(S,B) ^^ eJn-	0	(meaning same)	(meaning same)		274b	5	2010-04-08	1900-01-01	vagrant		(S, B) ― ⲉϫⲛ-	(S, B) ― ⲉϫⲛ-	(S, B) ― ⲉϫⲛ-	(S, B) ― ⲉϫⲛ-	(S, B) ― ⲉϫⲛ-	-		<i>meaning same</i>	meaning same	<i>meaning same</i>	meaning same	274	b	― ⲉϫⲛ-					― ⲉϫⲛ-					1
4626	347	4621	(S) ^^ mn-	0	run, go with	run, go with		274b	6	2010-04-08	1900-01-01	vagrant		(S) ― ⲙⲛ-	(S) ― ⲙⲛ-	(S) ― ⲙⲛ-	(S) ― ⲙⲛ-	(S) ― ⲙⲛ-	-		run, go with	run, go with	run, go with	run, go with	274	b	― ⲙⲛ-										1
4627	347	4621	(S) ^^ n- *^[mpemto]^*	0	run from	run from		274b	7	2010-04-08	1900-01-01	vagrant		(S) ― ⲛ- {ⲙⲡⲉⲙⲧⲟ}	(S) ― ⲛ- {ⲙⲡⲉⲙⲧⲟ}	(S) ― ⲛ- {ⲙⲡⲉⲙⲧⲟ}	(S) ― ⲛ- {ⲙⲡⲉⲙⲧⲟ}	(S) ― ⲛ- {ⲙⲡⲉⲙⲧⲟ}	-		run from	run from	run from	run from	274	b	― ⲛ- {ⲙⲡⲉⲙⲧⲟ}										1
4628	347	4621	(S,A,sA,F) ^^ nsa-	0	run after, pursue /$gk: [[diwkein]]$/	run after, pursue /$gk: [[diwkein]]$/	diwkein	274b	8	2010-04-08	1900-01-01	vagrant		(S, A, sA, F) ― ⲛⲥⲁ-	(S, A, sA, F) ― ⲛⲥⲁ-	(S, A, sA, F) ― ⲛⲥⲁ-	(S, A, sA, F) ― ⲛⲥⲁ-	(S, A, sA, F) ― ⲛⲥⲁ-	-	διωκειν	run after, pursue [διωκειν]	run after, pursue [διωκειν]	run after, pursue	run after, pursue	274	b	― ⲛⲥⲁ-			― ⲛⲥⲁ-	― ⲛⲥⲁ-		― ⲛⲥⲁ-				1
4629	347	4621	(S,B,F) ^^ ntn-	0	flee from	flee from		274b	9	2010-04-08	1900-01-01	vagrant		(S, B, F) ― ⲛⲧⲛ-	(S, B, F) ― ⲛⲧⲛ-	(S, B, F) ― ⲛⲧⲛ-	(S, B, F) ― ⲛⲧⲛ-	(S, B, F) ― ⲛⲧⲛ-	-		flee from	flee from	flee from	flee from	274	b	― ⲛⲧⲛ-					― ⲛⲧⲛ-	― ⲛⲧⲛ-				1
4630	347	4621	(S) ^^ naHrn-	0	flee from	flee from		274b	10	2010-04-08	1900-01-01	vagrant		(S) ― ⲛⲁϩⲣⲛ-	(S) ― ⲛⲁϩⲣⲛ-	(S) ― ⲛⲁϩⲣⲛ-	(S) ― ⲛⲁϩⲣⲛ-	(S) ― ⲛⲁϩⲣⲛ-	-		flee from	flee from	flee from	flee from	274	b	― ⲛⲁϩⲣⲛ-										1
4631	347	4621	(S,B) ^^ Sa-	0	run, go to	run, go to		274b	11	2010-04-08	1900-01-01	vagrant		(S, B) ― ϣⲁ-	(S, B) ― ϣⲁ-	(S, B) ― ϣⲁ-	(S, B) ― ϣⲁ-	(S, B) ― ϣⲁ-	-		run, go to	run, go to	run, go to	run, go to	274	b	― ϣⲁ-					― ϣⲁ-					1
4632	347	4621	(B) ^^ KaJen- (F) ^^ HaJen-	0	flee from	flee from		274b	12	2010-04-08	1900-01-01	vagrant		"(B) ― ϧⲁϫⲉⲛ-
(F) ― ϩⲁϫⲉⲛ-"	"(B) ― ϧⲁϫⲉⲛ-
(F) ― ϩⲁϫⲉⲛ-"	"(B) ― ϧⲁϫⲉⲛ-
(F) ― ϩⲁϫⲉⲛ-"	"(B) ― ϧⲁϫⲉⲛ-
(F) ― ϩⲁϫⲉⲛ-"	"(B) ― ϧⲁϫⲉⲛ-
(F) ― ϩⲁϫⲉⲛ-"	-		flee from	flee from	flee from	flee from	274	b						― ϧⲁϫⲉⲛ-	― ϩⲁϫⲉⲛ-				1
4633	347	4621	(B) ^^ Ha-	0	run, go to	run, go to		274b	13	2010-04-08	1900-01-01	vagrant		(B) ― ϩⲁ-	(B) ― ϩⲁ-	(B) ― ϩⲁ-	(B) ― ϩⲁ-	(B) ― ϩⲁ-	-		run, go to	run, go to	run, go to	run, go to	274	b						― ϩⲁ-					1
4634	347	4621	(S) ^^ HatHh n-	0	flee from before	flee from before		274b	14	2010-04-08	1900-01-01	vagrant		(S) ― ϩⲁⲧϩⲏ ⲛ-	(S) ― ϩⲁⲧϩⲏ ⲛ-	(S) ― ϩⲁⲧϩⲏ ⲛ-	(S) ― ϩⲁⲧϩⲏ ⲛ-	(S) ― ϩⲁⲧϩⲏ ⲛ-	-		flee from before	flee from before	flee from before	flee from before	274	b	― ϩⲁⲧϩⲏ ⲛ-										1
4635	347	4621	(S,B,F) ^^ Hi-	0	go upon	go upon		275a	15	2010-04-08	1900-01-01	vagrant		(S, B, F) ― ϩⲓ-	(S, B, F) ― ϩⲓ-	(S, B, F) ― ϩⲓ-	(S, B, F) ― ϩⲓ-	(S, B, F) ― ϩⲓ-	-		go upon	go upon	go upon	go upon	275	a	― ϩⲓ-					― ϩⲓ-	― ϩⲓ-				1
4636	347	4621	(S,A) ^^ Hn-	0	go in, upon | = [ebol Hn-] (S), from	go in, upon | = [ebol Hn-] (S), from		275a	16	2010-04-08	2010-06-29	vagrant	vagrant	(S, A) ― ϩⲛ-	(S, A) ― ϩⲛ-	(S, A) ― ϩⲛ-	(S, A) ― ϩⲛ-	(S, A) ― ϩⲛ-	-		"go in, upon
= ⲉⲃⲟⲗ ϩⲛ- <i>S</i>, from"	"go in, upon
= ⲉⲃⲟⲗ ϩⲛ- S, from"	"go in, upon
= ⲉⲃⲟⲗ ϩⲛ- <i>S</i>, from"	"go in, upon
= ⲉⲃⲟⲗ ϩⲛ- S, from"	275	a	― ϩⲛ-			― ϩⲛ-							1
4637	347	4621	(S) ^^ Hht=,^^ Hht= n-	0	flee before, from	flee before, from		275a	17	2010-04-08	1900-01-01	vagrant		(S) ― ϩⲏⲧ=, ― ϩⲏⲧ= ⲛ-	(S) ― ϩⲏⲧ=, ― ϩⲏⲧ= ⲛ-	(S) ― ϩⲏⲧ=, ― ϩⲏⲧ= ⲛ-	(S) ― ϩⲏⲧ=, ― ϩⲏⲧ= ⲛ-	(S) ― ϩⲏⲧ⸗, ― ϩⲏⲧ⸗ ⲛ-	-		flee before, from	flee before, from	flee before, from	flee before, from	275	a	― ϩⲏⲧ⸗, ― ϩⲏⲧ⸗ ⲛ-										1
4638	347	4621	(S,F) ^^ HaHtn-	0	go to	go to		275a	18	2010-04-08	1900-01-01	vagrant		(S, F) ― ϩⲁϩⲧⲛ-	(S, F) ― ϩⲁϩⲧⲛ-	(S, F) ― ϩⲁϩⲧⲛ-	(S, F) ― ϩⲁϩⲧⲛ-	(S, F) ― ϩⲁϩⲧⲛ-	-		go to	go to	go to	go to	275	a	― ϩⲁϩⲧⲛ-						― ϩⲁϩⲧⲛ-				1
4639	347	4621	(F) ^^ HiJn-	0	go upon	go upon		275a	19	2010-04-08	1900-01-01	vagrant		(F) ― ϩⲓϫⲛ-	(F) ― ϩⲓϫⲛ-	(F) ― ϩⲓϫⲛ-	(F) ― ϩⲓϫⲛ-	(F) ― ϩⲓϫⲛ-	-		go upon	go upon	go upon	go upon	275	a							― ϩⲓϫⲛ-				1
4640	347	0		99	With following adverb:	With following adverb:		275a	20	2010-04-08	1900-01-01	vagrant							HEADER		With following adverb:	With following adverb:	With following adverb:	With following adverb:	275	a											0
4641	347	4640	(S,A,sA,B) ^^ ebol	0	run, go forth	run, go forth		275a	21	2010-04-08	1900-01-01	vagrant		(S, A, sA, B) ― ⲉⲃⲟⲗ	(S, A, sA, B) ― ⲉⲃⲟⲗ	(S, A, sA, B) ― ⲉⲃⲟⲗ	(S, A, sA, B) ― ⲉⲃⲟⲗ	(S, A, sA, B) ― ⲉⲃⲟⲗ	-		run, go forth	run, go forth	run, go forth	run, go forth	275	a	― ⲉⲃⲟⲗ			― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ	― ⲉⲃⲟⲗ					1
5884	347	4641	^^^ *^[ebol]^* e-	0	run out to	run out to		275a	22	2010-06-29	1900-01-01	vagrant		<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲉ-	c {ⲉⲃⲟⲗ} ⲉ-	c {ⲉⲃⲟⲗ} ⲉ-	{ⲉⲃⲟⲗ} ⲉ- (c)	-		run out to	run out to	run out to	run out to	275	a											2
5885	347	4641	^^^ *^[ebol] for^* n-	0				275a	23	2010-06-29	1900-01-01	vagrant		<i><b>c</b></i> {ⲉⲃⲟⲗ for} ⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ for} ⲛ-	c {ⲉⲃⲟⲗ for} ⲛ-	c {ⲉⲃⲟⲗ for} ⲛ-	{ⲉⲃⲟⲗ for} ⲛ- (c)	-						275	a											2
5886	347	4641	^^^ *^[ebol]^* n-	0	flee forth from	flee forth from		275a	24	2010-06-29	1900-01-01	vagrant		<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ⲛ-	c {ⲉⲃⲟⲗ} ⲛ-	c {ⲉⲃⲟⲗ} ⲛ-	{ⲉⲃⲟⲗ} ⲛ- (c)	-		flee forth from	flee forth from	flee forth from	flee forth from	275	a											2
5887	347	4641	^^^ *^[ebol]^* Haqh n-,^^^ *^[ebol]^* KatHh n-	0	flee from before	flee from before		275a	25	2010-06-29	1900-01-01	vagrant		<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲁⲑⲏ ⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲁⲧϩⲏ ⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲁⲑⲏ ⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲁⲧϩⲏ ⲛ-	c {ⲉⲃⲟⲗ} ϩⲁⲑⲏ ⲛ-, c {ⲉⲃⲟⲗ} ϧⲁⲧϩⲏ ⲛ-	c {ⲉⲃⲟⲗ} ϩⲁⲑⲏ ⲛ-, c {ⲉⲃⲟⲗ} ϧⲁⲧϩⲏ ⲛ-	{ⲉⲃⲟⲗ} ϩⲁⲑⲏ ⲛ-, {ⲉⲃⲟⲗ} ϧⲁⲧϩⲏ ⲛ- (c)	-		flee from before	flee from before	flee from before	flee from before	275	a											2
5888	347	4641	(B) ^^^ *^[ebol]^* Ha-	0	(meaning same)	(meaning same)		275a	26	2010-06-29	1900-01-01	vagrant		(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲁ-	(B) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲁ-	(B) c {ⲉⲃⲟⲗ} ϩⲁ-	(B) c {ⲉⲃⲟⲗ} ϩⲁ-	(B) {ⲉⲃⲟⲗ} ϩⲁ- (c)	-		<i>meaning same</i>	meaning same	<i>meaning same</i>	meaning same	275	a						{ⲉⲃⲟⲗ} ϩⲁ- (c)					2
5889	347	4641	(S) ^^^ *^[ebol]^* Hirat=	0	run out after	run out after		275a	27	2010-06-29	1900-01-01	vagrant		(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓⲣⲁⲧ=	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓⲣⲁⲧ=	(S) c {ⲉⲃⲟⲗ} ϩⲓⲣⲁⲧ=	(S) c {ⲉⲃⲟⲗ} ϩⲓⲣⲁⲧ=	(S) {ⲉⲃⲟⲗ} ϩⲓⲣⲁⲧ⸗ (c)	-		run out after	run out after	run out after	run out after	275	a	{ⲉⲃⲟⲗ} ϩⲓⲣⲁⲧ⸗ (c)										2
5890	347	4641	(S) ^^^ *^[ebol]^* Hitn-	0	go forth from	go forth from		275a	28	2010-06-29	1900-01-01	vagrant		(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓⲧⲛ-	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲓⲧⲛ-	(S) c {ⲉⲃⲟⲗ} ϩⲓⲧⲛ-	(S) c {ⲉⲃⲟⲗ} ϩⲓⲧⲛ-	(S) {ⲉⲃⲟⲗ} ϩⲓⲧⲛ- (c)	-		go forth from	go forth from	go forth from	go forth from	275	a	{ⲉⲃⲟⲗ} ϩⲓⲧⲛ- (c)										2
5891	347	4641	^^^ *^[ebol]^* Hn-,^^^ *^[ebol]^* Ken-	0	(meaning same)	(meaning same)		275a	29	2010-06-29	1900-01-01	vagrant		<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲉⲛ-	<i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲛ-, <i><b>c</b></i> {ⲉⲃⲟⲗ} ϧⲉⲛ-	c {ⲉⲃⲟⲗ} ϩⲛ-, c {ⲉⲃⲟⲗ} ϧⲉⲛ-	c {ⲉⲃⲟⲗ} ϩⲛ-, c {ⲉⲃⲟⲗ} ϧⲉⲛ-	{ⲉⲃⲟⲗ} ϩⲛ-, {ⲉⲃⲟⲗ} ϧⲉⲛ- (c)	-		<i>meaning same</i>	meaning same	<i>meaning same</i>	meaning same	275	a											2
5892	347	4641	(S) ^^^ *^[ebol]^* Hht= n-	0	run from | run toward	run from | run toward		275a	30	2010-06-29	2010-06-29	vagrant	vagrant	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲏⲧ= ⲛ-	(S) <i><b>c</b></i> {ⲉⲃⲟⲗ} ϩⲏⲧ= ⲛ-	(S) c {ⲉⲃⲟⲗ} ϩⲏⲧ= ⲛ-	(S) c {ⲉⲃⲟⲗ} ϩⲏⲧ= ⲛ-	(S) {ⲉⲃⲟⲗ} ϩⲏⲧ⸗ ⲛ- (c)	-		"run from
run toward"	"run from
run toward"	"run from
run toward"	"run from
run toward"	275	a	{ⲉⲃⲟⲗ} ϩⲏⲧ⸗ ⲛ- (c)										2
4642	347	4640	(B) ^^ sabol n-	0	run from	run from		275b	31	2010-04-08	1900-01-01	vagrant		(B) ― ⲥⲁⲃⲟⲗ ⲛ-	(B) ― ⲥⲁⲃⲟⲗ ⲛ-	(B) ― ⲥⲁⲃⲟⲗ ⲛ-	(B) ― ⲥⲁⲃⲟⲗ ⲛ-	(B) ― ⲥⲁⲃⲟⲗ ⲛ-	-		run from	run from	run from	run from	275	b						― ⲥⲁⲃⲟⲗ ⲛ-					1
4643	347	4640	(S,F) ^^ Habol n-	0	(meaning same)	(meaning same)		275b	32	2010-04-08	1900-01-01	vagrant		(S, F) ― ϩⲁⲃⲟⲗ ⲛ-	(S, F) ― ϩⲁⲃⲟⲗ ⲛ-	(S, F) ― ϩⲁⲃⲟⲗ ⲛ-	(S, F) ― ϩⲁⲃⲟⲗ ⲛ-	(S, F) ― ϩⲁⲃⲟⲗ ⲛ-	-		<i>meaning same</i>	meaning same	<i>meaning same</i>	meaning same	275	b	― ϩⲁⲃⲟⲗ ⲛ-						― ϩⲁⲃⲟⲗ ⲛ-				1
4644	347	4640	(S,F) ^^ epesht	0	go down /$gk: [[katabainein]]$/	go down /$gk: [[katabainein]]$/	katabainein	275b	33	2010-04-08	1900-01-01	vagrant		(S, F) ― ⲉⲡⲉⲥⲏⲧ	(S, F) ― ⲉⲡⲉⲥⲏⲧ	(S, F) ― ⲉⲡⲉⲥⲏⲧ	(S, F) ― ⲉⲡⲉⲥⲏⲧ	(S, F) ― ⲉⲡⲉⲥⲏⲧ	-	καταβαινειν	go down [καταβαινειν]	go down [καταβαινειν]	go down	go down	275	b	― ⲉⲡⲉⲥⲏⲧ						― ⲉⲡⲉⲥⲏⲧ				1
