key	word	type	en	crum	crum-last-page	dawoud-pages	categories	notes	senses	sisters	antonyms	homonyms	greek-sisters	quality
1411	(B) slatlet	noun male	slip, stumbling /$gk: ολιστημα$/	333a		372b				912				complete
1412	(S) salaSeie	noun	tall (/*?, cf [sa] man & [laSie]*/)	333a										complete
1413	(S) solF,sorF,solib,swlF	noun male	sieve /$gk: κοσκινον$/	333a		384a	tool			1909; 715				complete
1414	(B) sliFi	noun female	lung	333b		373b	anatomy			1764				complete
1415	(S) slHo,selHw (B) selHo,salHo	noun	warm water /*?*/ /$gk: χλιαρος$/	333b		355b,340b	physics							complete
1416	(B) sliJ	noun	(state of) being on edge /*?*/ (of teeth)	333b		373b				2278				complete
1417	(S,A) swlG (B) swlJ (L) salG-,slG- (B) selJ- (S) solG= (Sa,L) salG= (Sa) salk= (B) solJ= (S) soleG+ (Sa) salk+	verb	{intr:} smear, wipe, obliterate /$gk: εξαλειφειν$/ | {qual:} (S) smeared (with clay for seal) | {tr:} /$gk: εξαλειφειν$/	333b		408a-408b				357; 964; 1825; 2490; 246; 1640				complete++
1418	(S) sloGlG (Sf) slaJleG (B) slaJleJ (S) sleslwG-,sleslwG+,slhlwk+ (A) sleGlaG+ (B) sleJlwJ+	verb	{intr:}  be, make smooth /$gk: λειος, τρυφερος$/ | {tr:}  /$gk: λεαινειν, ομαλιζειν$/	333b		372b				941				complete
1419	(S,A,B,F) sim (S) sm- (S,B) sim-	noun male	grass, fodder, herbs (in general) /$gk: βοτανη, χορτος$/ | radish	334a		367a-367b	species							complete
1420	(B) sambeHi	noun female	testicles	336b		340b	anatomy			2476; 2414; 420; 249 #drv3691; 2460 #drv3918				complete
1421	(S) samaqe	noun female	cistern, tank	336b		340b	container			1851; 3201; 1425				complete
1422	(S,A) smme (A) smma (B) semi (F) shmmi,shmmh	verb	{intr:} appeal, make application /$gk: εντυγχανειν$/	336b		355b-356a				1550; 1998				complete++
1423	(S) smoune	noun female	Nile goose /*chenalopex aeg*/	339a			species			1318; 1806; 2646				complete
1424	(B) soumani, *^var^* somani,someni	noun female	sexual organs, parts	339a		392b	anatomy			1858; 305; 1483 #drv1944				complete
1425	(S,A) samnt (S) samet	noun female	pool, tank /*?*/ /$gk: εμβασις$/ | collecting place /*?*/	339b		340b	container			1851; 1421; 3201				complete
1426	(B) smour	noun male	moustache	339b		377b	anatomy			1099; 1051				complete
1427	(S,B) soms (Sf,F) sams	verb	{intr:} look, behold /$gk: βλεπειν, οραν, κατανοειν$/	339b		384a-385a				458; 223; 30; 28; 1154				complete++
1428	(S) simsim,smsim,smsm,semshm	noun male	sesame	340b		367b	anatomy			1239				complete
1429	(S,B,F) samit	noun male	fine flour /$gk: σεμιδαλις$/	340b		340b	food			1981				complete
1430	(S) swmt,swmnt (S,B) somt= (S) somnt= (S,B) somt+ (S) somnt+	verb	{intr:} be stretched, wait /$gk: εντεινειν$/ | {tr:} stretch, bind	340b		408b-409a,385a,384a				713; 1396				complete++
1431	(S,Sf,B,F) smau (B) smaau	noun male	(nn m dual) | temples /*tempora*/, eyelids /$gk: κροταφος, βλεφαρον$/	342a		374a	anatomy			2848; 1455; 1221; 619; 1463				complete
1432	(S) somH	noun male	axle	342a		385a	tool			1745				complete
1433	(S,A,B) smaH (B,F) smeH	noun male	bunch (of fruit, flowers) /$gk: βοτρυς$/	342a		374a	anatomy			1007; 436; 198; 821; 1887				complete
1434	(B) smeH	noun male	(mostly as pl), herb /$gk: βοτανη, παμβοτανον$/	342a		374a	species							complete
1435	(S) samaHhr	noun	fennel /$gk: γεγγιδιον$/	342a		340b	species			1742				complete
1436	(S) shne,senh,sene (B) shini	noun female	granary, bin	343b		363a	construction			2008		182; 1437		complete
1437	(S,A) sine (B) shini	noun female	ploughshare /$gk: αροτρον$/	343b		363a	tool			715; 889; 401		182; 1436		complete
1438	(S,Sf,A) sine (B,F) sini (S) sn-,snt-,$^sent-^$,saat-,sat- (S,B) sen- (S) saat= (S,A) sat= (S) sot=,soot=,snt= (B,F) sen= (B) siniwou+	verb	{intr:} pass by, through /$gk: παραγειν, παραπορευεσθαι, ερχεσθαι, διερχεσθαι$/ | {qual:} (B) | {tr:} pass through, across	343b		367b-368b								complete++
1439	(S) swnk,swng,swmk,swmg (B) swnk,senk-,sonk=	verb	{intr:} suck /$gk: θηλαζειν$/ | {tr:}  /$gk: εκπινειν$/	344b		409a								complete++
1440	(S) snaein (B) snhini	verb	{intr:} skip, stroll, wander /$gk: σκιρταν, αδολεσχειν$/ | (as nn m B), swaying gait	345a		378b				2915; 280; 530; 345; 102		1441		complete
1441	(B) snhini	noun female	irrigation machine	345a		378b	tool					1440		complete
1442	(S,B) sanis	noun	(with verb [Ji, Gi]), doubt /$gk: διακρινεσθαι, δισταζειν$/	345a		341a	concept							complete
1443	(S) sanneH	noun male	grasshopper	345a		341a	species							complete
1444	(S) snsn (S,B) sensen	verb	{intr:} resound /$gk: ηχειν$/	345a		359b				806; 2590				complete
1445	(S,A,L,B) swnt (L) swwnt	noun male	custom /$gk: εθος, συνηθεια$/	346a		409b	concept			941 #drv632; 1616; 1968		284; 1446	C10624	complete
1446	(S,A) swnt (S) sont+ (A) sant+	verb	{intr:} look /$gk: κατασκοπευειν, ατενιζειν εις$/	346a		409b-410a						284; 1445		complete++
1447	(S) snat	verb	{intr:} fear	346b						1913; 195; 2145; 488; 2266; 1634				complete
1448	(S) saanS,sanS,sanx (A) sanQ,saanQ (L) saneS (B) SanS,SaneS (F) ShnS,SenS (S) saanS-,sanS- (B) SanouS-,SaneS-,SeneS- (F) sanouS- (S,L) sanouS= (S) sanoS= *^<a href=ext Life of Bishop Pisentius;1053;12;29;neJ pekroouS e pJs auw FnasanoSk">Ext</a>^* (A) sanouQ= (B,F) SanouS= (A) sanaSt+,sanaQt+ (B) SaneuS+,SaneuSt+"	verb	{intr:} make live, be alive /$gk: τρεφειν, ενσιτεισθαι$/ | {qual:} nourished, well fed /$gk: τρυφερος, ευτροφος$/ | {tr:} nourish, rear, tend /$gk: τρεφειν, ανατρεφειν, θηλαζειν$/	347b		547b-548a,547a,547a,547a				2160; 983; 1598; 1650				complete
1449	(S,B) snouF (S) snoub	noun	last year	348b		379a	time			1328; 1527				complete
1450	(B) sinaHbi	noun	(ingredient in boiling cauldron)	349a		367b	food							complete
1451	(S,F) sp-,sep- (F) seme	noun female	year (in dating events, documents) /$gk: ετος$/ | hour (F)	349a		397a	time			1328				complete
1452	(S) sop	noun	(a measure ?)	351a			unit					1454; 1453; 196; 1455		complete
1453	(S,B,O) swp (B) swb (S,F) sp- (S,B) sep- (L) sap- (B) seb- (S,B) sop=	verb	{intr:} (/*once*/) dip, soak /$gk: βαπτειν$/ | {tr:}  /$gk: βαπτειν, εμβαπτειν, επισταζειν$/ | (as noun m), dipped, moistened food (&c)	351a		414a				2257	1676; 605; 2563; 412	1454; 196; 1455; 1452		complete
1454	(B) swp	noun male	kohl-stick (for applying) k. (to eyes)	351a		414a	tool			1374 kohl bottle		1453; 196; 1455; 1452		complete
1455	(S) swp,swpe	noun male	eyelid	351a		414a	anatomy			2848; 1221; 619; 1431; 1463		1454; 1453; 196; 1452		complete
1456	(S,A,L,F) seepe (S,A) sepe (S) sipe (B) sepi (F) shhpi	verb	{intr:} remain over, be remainder /$gk: περισσευειν, κοιμασθαι$/ | {tr:} (S), leave remaining, spare	351a		360a				309				complete++
1457	(A) *spei	noun	chosen, elect /$gk: εκλεκτος$/	351b										complete
1458	(S) sir, saeir, saeire, shre (A) seere (L) seire	noun male	first milk /*colostrum*/, butter /$gk: βουτυρον, στρυφαλις γαλακτος$/	353a		369a	food, anatomy			764; 1923; 1681 #drv2452; 163; 2522				complete
1459	(S) sir	noun male	hair, line, stripe	353b		369a	anatomy			2861; 985; 2377				complete
1460	(B) sir	noun	jar	353b		369a	container			792; 2837; 2544; 1097; 2803; 948; 1049; 2022; 3266				complete
1461	(S,A,L) soure (B,F) souri (S) sour-,sar-,sr- (S,B) ser-	noun female	thorn, spike, dart /$gk: ακανθα, σκολοξ, τριβολος, καλαμη, κεντρον, βολις$/ | needle (&c)	354a		393a	anatomy			1836 #drv2859; 1915 #drv2968; 1629 #drv2342; 2495; 1108; 1615 #drv2301; 104; 300				complete
1462	sro	noun	ram	354b			species			1240; 1044; 2759; 714; 2510; 2731; 580				complete
1463	(S) *srebroube	noun	handfuls | (But prob l جفن) eyelid	354b		397b	anatomy			2087; 2654; 3222; 619; 1221; 1455; 2848; 1431				complete
1464	(B) sarouki	noun male	one bald on temples	354b		341b	person			2872; 2554; 2683; 1739; 2999		1404		complete
1465	(S) *sarakwte,sarakote,sarakotte,sarakoste (B) *sarakwT	noun	wanderer, vagrant /$gk: κυκλευτης$/	354b		341b	person							complete
1466	(S) sorm,sarm (L) sarme (B) sorem	noun male	lees, dregs (of wine, oil &c) /$gk: τρυγιας$/	355a		390a	food			1714		345		complete
1467	(B) $^sromrem^$,sremrwm=	verb	{tr /*refl ?*/:} enforce, admonish /$gk: εμβριμασθαι$/	356a		397b						530		complete
1468	(S) *srnH	noun	eyebrow	356a			anatomy			668				complete
1469	(S) sarpot (B) sarfat (O) serpwt	noun female	lotus	356b		341b	species					1474		complete
1470	(S) $^sorsr^$,serswr+	verb	spread abroad, display	356b		361a								complete
1471	(S,B) srit (F) slit (S) srat=,srit=	verb	{intr:} glean /$gk: συναγειν, συλλεγειν, καλαμασθαι, επιφυλλιζειν$/	356b		398a				162; 1031; 883; 321; 841				complete
1472	(S,B) sort (S,Sa,Sf,A,F) sart (F) saret (A) srt-	noun male/female	wool (of sheep, goat &c) /$gk: εριον, αιγια, κουρα$/	356b		390a	anatomy, clothes			2759; 399 #drv1619; 2137 #drv3375				complete
1473	(B) sourot,sourwt	noun male	myrobalan	356b			species							complete
1474	(B) serfwt	noun female	(insect /*?*/ depositing worm /*maggot*/ in sheep)	356b		361a	species					1469		complete
1475	(S) sraF,sereb	noun male	wound, sore	357a		397b,360b	anatomy							complete
1476	(S) sarFe,sareF	noun		357a		341b	tool							complete
1477	(S) sroFreF,sroFrF,srobreF,sroFrb (A) sraFreF (S) sreFrwF=,srbrwb=	verb	{intr:} fall, wither /$gk: πιπτειν, απορρεειν$/ | {tr:} make to fall, dissipate	357b		398a-398b				972; 394; 1870				complete
1478	(S,B) sraH	noun	example /$gk: παραδειγμα, οφλησις$/	358a		397b	concept			1952				complete
1479	(S) sarGatse	noun female	flatus ventris	358a		341b	biology, anatomy			2625; 2385				complete
1480	(S) saraGwouS,saraGwS,sarapGwS,salaGwwS,GalapGwS (B) saraJwF,KaraGwouts (F) GanGwS	noun male	hare /$gk: χοιρογρυλλιον$/	358a		341b	species			716 #drv1449				complete
1481	(S) siws	noun	(epithet of) day, (meaning /*?*/)	358a										complete
1482	(S,B,F) sws (B) swsi,sosi (S) sos= (F) sas= (S) shs+	verb	{intr:} be thrown down, upset /$gk: πιπτειν, καταβαλλειν, καταστρεφειν$/ | {tr:} overthrow /$gk: καθαιρειν, κατασκαπτειν$/	358a		416b				1173; 1779; 277				complete
1483	(S,B) sat (A,L,B) set (S,Sf,B) sht	noun male	tail /$gk: ουρα, ουραγια, κερκος$/	358b		342a,361a,364b	anatomy			1424; 1858; 305		1489		complete
1484	(S) saase,sase	noun	tow /$gk: στιπτυον$/	358b		342a	species			2659				complete
1485	(B) sesboH	noun female	place of atonement /$gk: ιλαστηριον$/ | (as verb intr), make atonement | (as noun m), atonement	358b		361a								complete
1486	(B) sasel	verb	{qual /*?*/:} demented	358b		342a				926; 1972; 2088				complete
1487	(S) sht,sote (B) saT	verb	{qual:} spun /$gk: κεκλωσμενος, νενησμενος$/	359a		350b				694		1492; 91		complete
1488	(S,O) sit (S) site (B) siT	noun male	basilisk /$gk: βασιλισκος$/	359a		369b	species			312; 2706; 2086; 2702		91		complete
1489	(S) sot,soot (S,B) sat (S) *saate	noun male	dung, excrement /$gk: κοπρος$/	359a		342a	anatomy			934; 2242; 2165; 1160; 1037 #drv4113		1483		complete
1490	(S,A) swt (S) sot=,soot=,saat=,swt=	verb	{intr:} return, repeat, (in neg clause =) not ... again /$gk: μηκετι, ουκ ετι$/ | {tr /*refl*/:} /$gk: αναστρεφειν, ουκετι, παλιν$/	360a		417a				384				complete
1491	(S) swt	noun	(a measure of land)	360a		417a	unit							complete
1492	(S,A) sate (S) saate,sote (A,L,O) sete (A) seete (B,F) saT (O) sati	noun female	fire /$gk: πυρ$/	360a		350b	physics			843; 262; 1545		1487; 91; 1493; 1495		complete
1493	(S) sate	verb	fan	360a		342b						1492; 91; 1495		complete
1494	(S) seth,sith (S,B) snte (A) seT	noun female	(nn prop f, a condition of the fig), ? early fig	360b			doubtful			726; 613				complete
1495	(S) sote,sate	noun	(a measure /*?*/)	362a			unit					1492; 91; 1493		complete
1496	(S) stoi (S,Sf,F) stai (L) staei (B) sqoi (S,A,F) sT- (S) stoi-,stai-,ste- (B) sqoi-,sqi-,squ- (O) sqe-	noun male	smell /$gk: οσφρασια, οσμη$/ |$ (as adj S) | fragrant plant |$ fragrant substance, incense	362b		366a				1896; 2003; 2212				complete
1497	(S) stw	noun female	bank (of river) /$gk: κρηπις$/	363a		400a	earth							complete
1498	(S) satbe (Sf) setbe (B) saqmi	verb	{intr:} chew, ruminate /$gk: μηκυρισμον αναγειν$/ | {tr:} (S)	363a		339a				76; 1774				complete++
1499	(S) sotbeF (S,Sf,A) satbeF (S) sotF,sotHF (B) soqneF	noun male	tool, weapon /$gk: ενχειριδιον, γραφις, λαξευτηριον, σκευος$/	363b		381b-382a	tool			590			C10479	complete
1500	(S) stebaeiH (B) sqbaiH,sqbai (B) *seqbaiou	noun	tool, utensil /$gk: εργαλειον$/	363b		365b,354a	tool							complete
1501	(S,B) sthm (B) sqhm	noun male	stibium, (antimony, kohl) /$gk: στιμι, στειμι, στιβι$/	364b		365b,399b	substance			2733; 353				complete
1502	(S) swtr (A) swtre (B) swter,swthr (S) sotr+ (B) soter+,sothr+,sathr+	verb	{intr:} be turned, twisted /$gk: διαστρεφεσθαι$/ | {tr:} (B) /*once*/ | (as nn)	366a		418a				1810				complete
1503	(S) sateere (L) stateere (B) saqeri	noun female	stater, (coin & weight) /$gk: στατηρ, δραχμη, διδραχμον, δεναριον$/	366a		338b	unit			862; 1849; 2868; 1566; 2592; 876; 2911; 839				complete
1504	(S,L) strtr (A) strtre (B) sqerter (Fb) sterter	verb	{intr:} tremble /$gk: τρεμων ειναι, εντρομος γινεσθαι$/ | (nn m), trembling	366a		365b				45; 286; 1229; 1188; 179; 1075				complete
1505	(B) $^sotset^$,setswt+	verb	be shot, projected /*?*/	366b		361b,391a-391b				709; 2709; 1041; 1656; 239				complete
1506	(S,B) swtF (F) swbt (S,B,F) setF- (S) swtF- (S) sotF= (S,B) sotF+ (A,L) satF+	verb	{intr:} be pure, clear, purified /$gk: καθαρος$/ | {tr:} |$ purify, strain /*?*/ |$ cause to drip, pour	366b		418b-419a				1838; 465; 701; 1586; 222; 1529				complete+
1507	(B) staJoul	noun male	spider /$gk: αραχνη$/	367a		399a	species							complete
1508	(S,B) soou (Sa,A,L,F) sau (S) seu- (S) ****so,soe,sooue (A) ****swe (L) ****soe (F) ****sa	numeral male	six /$gk: εξ$/	368b		386b	number			68; 119; 132; 2064; 1664; 65; 916; 1291; 1112; 2473; 1045; 957; 1848; 164; 165				complete
1509	(B) swouben (F) saubou	noun male	grass /$gk: χορτος, χορτασμα, αγρωστις$/	369a		410b	species							complete
1510	(S) $^souoloul^$,sou$^e^$louwl=,soulwl=,soulol=,sloulw=,sloulol= (S,Sf) soulwl+	verb	{tr:} wrap	369a		392b								complete++
1511	(S,B) souen (S,L) sount= (B) souen= (F) souent=	noun male	value, price /$gk: τιμη$/	369b		392a				1958; 533				complete
1512	(S) siooun,siooune,siaoun (Sa) siaune,sieiaune,seaune (B) siwouni,seiwouni,sewouni	noun female	bath /$gk: βαλανειον, λαυτρον, πριβατον$/	369b		369b	tool							complete
1513	(S,L,B,F) siour (S) * $$ sioure	noun male	eunuch (/*art S mostly [pe-, ne-]*/) /$gk: ευνουχος, αρχιευνουχος$/	371a		369a	person							complete
1514	(S) sousou	verb	{tr:} (meaning uncertain), guide, lead /*?*/	371a		393b	doubtful							complete
1515	(S,B) sousou	noun male	paint, atom, moment /$gk: στιγμη, ατομον$/	371a		393a-393b	time			1950; 2295; 211				complete
1516	(S) sousiou	noun	(wine measure)	371a			unit							complete
1517	(S) soouHe (S,Sf) sauHe (Sa,A,L) sauH$^e^$ (B) swouHi	noun female	egg /$gk: ωον$/ | crown (of head) /$gk: κορυφη$/	374a		413b-414a,414a	anatomy			2364; 522; 1688				complete
1518	(S) sauHs	noun female	(woman's title /*?*/)	374a										complete
1519	(B) sfranS	noun	soothsayer /$gk: εξηγητης$/	374a		400b	person			1122; 2135				complete
1520	(B) saxol	noun male	muzzle, (with verb [T])	374b		343a	tool			1986; 2533				complete
1521	(L) saiS	noun male	(incorporeal being accompanying man, 'double' /*?*/)	374b										complete
1522	(S) soeiS,Soeis (Sf) Saeis	noun	(a measure)	374b		582a	unit							complete
1523	(S) swS (B) $^SwS^$,SaS (S) seS-,Ses-,soS=	verb	{intr:} (B), {tr:} (S), strike /$gk: τραχηλοκοπτειν$/	374b		554a,559a-559b				1631; 1575; 500; 2480; 2422; 1809; 550; 1771; 2864; 800; 320; 1610 #drv2288; 1961; 725; 804; 1799; 2048; 2319		346; 243; 242; 244; 2016		complete
1524	(S,F) swSm,swHm,Sws$^e^$m (A) Swsme (S) soSm+,Sosm+ (Sf) sasm+ (B) saKem+	verb	{intr:} |$ be faint, undone, disheartened /$gk: εκλυεσθαι, εκλειπειν$/ |$  /$gk: εκλυσις$/	377a		344a								complete++
1525	(Sf,B,F) swSt,swHt,SwSt (S) seSt-,swSt- (F) SwSt- (S,L) soSt=,soJ=,saSt= (S) saHt= (B) SaSt= (B,F) SeSt= (S) soSt+,saSt+ (B) SoSt+,SaSt+	verb	{intr:} stop, be impeded, hindered | {tr:} stop, impede /$gk: κωλυειν$/	377b		613b,420a				1687; 1663				complete++
1526	(S) siSF,siSb,siSp,SiF	noun	fragment, flake	378a		369b	shapes							complete
1527	(S,B) saF (Sa) shF (A,F) seF	noun male	yesterday /$gk: εχθες$/	378b		343b	time			1449; 1338				complete+
1528	(S) *saF	noun	(a measure or vessel ?)	378b			container, unit							complete
1529	(B) swF	verb	{tr:} strain	378b		420a				1506				complete
1530	(S) siFe,shFe,sibe,shbe (B,F) siFi (F) sibi,siF	noun male	tar | tar (tree), cedar	379a		370a	species							complete
1531	(B) *saKwt,saKot	noun	treasury /*?*/	379b		344b	construction			7				complete
1532	(S,B,F) saH (Sa) sH (S) saHF	noun male	awl, borer /$gk: περετρον$/ | suppository (/*? from shape*/)	379b		344b-345a	tool			1629 #drv2345				complete
1533	(S) swH (A) swQ	noun male	deaf person /$gk: κωφος$/	379b		421a	person			837; 419				complete
1534	(S) sHo (B) sKo	noun male	plough-handle /$gk: εχετλη$/	384b		425b	tool			401				complete
1536	(S) sHbhhte,sbhhte,sbhte,sbeste,sbhite,Hbhhte,Hbhte (B) sfhiT	verb	foam (of waves, mouth)	384b		400a	anatomy, substance							complete
1537	(S) swHm (B) swKem (S) saHm= (B) saKm= (S) saHm+,soHm+ (B) saKem,saHem	verb	{intr:} sink, fall down | {tr:} cause to fall, overwhelm, press down	384b		420a-420b,420b						1538		complete++
1538	(S) swHm (B) swKem,swKm=	verb	{tr:} (B), pluck, draw /$gk: εκοπαν$/ | {intr:} (S c [Ha-]), be withdrawn, recede from	384b		420b				2615; 200; 2065; 1580; 2147; 2070; 1587; 2873		1537		complete
1539	(S) swHne$$,saHn-	verb	{tr:} bring near (/*? causative of [Hwn] approach*/)	386a		345a								complete
1540	(S,L) swHp (A) swQp (A) seQp (S) seHp-,saHp= (A) saQp=	verb	{intr:} sink in, be swallowed | {tr:} suck in, drink /$gk: κατεσθιειν, εκπινειν$/	386a		421a								complete
1541	(S) swHr (L) swHre (B) swrH (S) seHr- (B) sarH- (S) saHr=,soHr= (F) seHl= (S,B) saHr+ (B) sarH+,sraH+	verb	{intr:} sweep /$gk: σαρουν$/ | {tr:}  /$gk: σαρουν, αποσαρουν, ωθειν$/ | (as noun m), sweeping	386a		416b				357				complete
1542	(B) saHs (S) seHs- (B) saHs= (L) saHs+	verb	{tr:} rub down, pound /$gk: ξωχειν$/	386b		346a				1202; 738; 1609; 482				complete
